4246	2932
1164	3476
1164	735
1991	106
1991	734
1991	1433
1393	3568
1393	1884
1393	3065
1393	3027
1393	1175
1393	3992
1393	2380
1393	2827
1393	321
1393	749
1393	4340
291	4698
291	1953
291	3269
291	3683
291	2362
291	1523
291	56
291	2514
291	3163
291	3109
291	4801
291	4736
291	3706
291	964
291	3966
124	3296
3035	2445
291	3313
291	3560
396	3046
1991	3671
1991	2835
1991	4888
1991	3512
1991	215
1991	2956
1991	4264
1991	3850
1991	1421
1991	989
1991	2826
1991	695
1991	4833
1991	3893
1991	1053
1991	3706
1991	269
1991	2848
1991	3267
2943	1363
3630	448
3630	2673
3630	2431
3630	4384
3630	4736
3630	1796
1123	1363
3630	3706
3630	2777
3630	2996
3630	2746
3630	4849
3630	3124
3685	373
3630	1889
3630	4877
3630	3795
3630	3158
3630	4521
2557	708
4234	1123
190	1195
190	2804
190	1999
648	1742
648	3674
648	790
4868	616
455	3512
455	3783
455	3197
1035	3835
4269	197
1913	2538
2009	1388
2009	3450
2009	721
2009	2996
2009	4150
2009	4167
553	88
3929	2593
3457	4432
3457	2612
3457	3435
3457	3446
3457	3147
2956	2503
3944	3690
3944	3777
3944	4697
3944	3239
3944	4309
3944	1972
311	1855
3944	3515
730	2921
730	3215
730	1808
730	1436
2382	3944
2382	3201
2382	1610
2382	2435
2382	2267
2382	3769
2382	2101
2382	4438
2382	1109
2382	4162
613	3538
2836	3226
286	843
286	559
433	945
433	2133
2941	3756
2941	1201
2941	4181
2706	4888
2706	2690
1411	2419
1411	101
1411	2048
1411	1361
1411	3440
1411	3085
968	1386
968	4585
968	1826
968	2146
968	1280
968	1914
968	4898
2896	290
2896	99
2277	3512
2277	1923
2277	3265
2277	2492
3261	4521
3321	3732
3673	3370
3673	2372
3673	2517
347	800
1991	3683
1659	1408
1659	962
1659	3267
1659	2307
1659	2777
1659	2073
1659	3515
520	1123
520	2359
1991	492
1991	3571
1991	3469
1991	1891
1991	4574
1991	3125
1991	3515
1991	2436
1991	1401
1991	2714
1339	4392
1339	1282
53	318
53	4382
53	3770
53	1027
53	1891
53	2593
4107	4866
4619	592
4619	1888
3364	290
3364	4288
3364	3962
3364	911
3364	2821
3364	1959
2004	471
2004	454
700	2850
38	4829
38	3486
1220	668
38	1762
38	2461
38	3779
3960	2630
3960	1496
4179	4888
4179	4376
4179	4691
4179	4720
4179	515
1498	968
1498	1991
1498	459
2956	157
4827	3182
4827	2948
2392	214
2392	4070
3927	1757
2392	2777
2392	974
2392	226
2392	3686
2707	3469
2707	1891
2707	609
3023	3870
3671	1531
3476	1942
2208	447
3671	2409
3671	4470
3671	1736
3671	1250
3671	3650
3671	3394
3671	3435
4655	1925
3671	2156
3671	529
3671	4218
3671	4801
3671	3267
3671	1457
3671	4721
3671	3251
3671	3238
2409	439
359	3680
3671	3605
346	1859
3671	1891
3671	4790
4683	695
4683	2573
4683	1685
2549	742
2549	2215
2549	1310
2549	1401
4519	3448
1991	4288
4677	3133
4677	1817
1659	1736
1659	2586
1240	4721
2087	1401
889	4056
889	4142
1070	928
1070	921
2068	2846
2068	3925
2068	1970
2068	2417
4072	2349
1909	1786
2529	3585
1811	616
2214	717
3630	893
763	164
763	1957
4500	2315
763	685
763	3925
4136	3512
4136	2956
2268	2647
4136	2919
4136	3163
4136	1130
4136	3267
4136	3962
4136	4685
143	1473
4036	3267
143	962
1957	4873
143	3135
1683	3068
1683	2916
1683	3202
3944	294
311	4274
3944	1652
3944	2956
3944	2366
3944	847
2836	4378
2836	1361
2836	2593
3941	2529
3941	3157
2214	2201
3941	952
3941	2349
3941	3245
3941	2656
3941	3616
3941	4033
1126	1778
286	4563
286	1695
286	4888
286	2071
286	494
286	1503
286	2383
286	4172
286	855
286	3161
286	1179
286	670
520	4382
520	2615
520	162
520	3055
520	3881
1991	2541
1991	1250
1991	1177
1991	3256
1991	3292
1991	4568
1991	2349
1991	1623
1991	417
1991	4384
1991	1912
1991	4861
1991	690
1991	3346
1991	485
1991	1528
1991	628
1991	3841
1991	1015
1991	2060
1991	2838
1991	4613
1991	3335
1991	1563
1991	4473
1991	1124
1991	584
1991	3209
1991	4877
1991	4623
1991	1096
1991	3928
1991	2018
2268	3978
2268	2947
2268	91
3081	3238
2268	946
2268	367
2268	3402
2268	799
2268	1438
2268	2778
3683	2514
2835	4888
2153	3937
1220	3683
1220	2055
1220	2269
1220	4167
1220	3989
1220	4824
600	2557
600	1123
600	2595
600	2777
600	1918
600	3414
1166	697
2044	163
2044	2431
3118	4133
1417	944
2044	3931
2044	983
2044	2492
2044	3770
2044	1507
3945	797
3945	2922
3945	2632
2835	294
2835	3921
2835	1523
2835	3267
2835	2777
2835	2821
2835	2979
3512	1488
2835	734
2835	4525
3262	4186
2493	2682
2493	2129
2493	3625
2493	1860
3512	4224
2493	1233
2493	1972
2493	2802
2493	4186
2493	3560
1647	889
1647	2164
1647	891
1647	1747
1647	515
2893	2586
2893	2269
2893	3621
3297	4721
1953	2689
3297	2190
3297	4213
3492	4626
3492	2745
4633	285
67	1458
67	4799
4349	800
235	4283
2120	1964
2093	3081
4698	4736
215	3801
2093	3074
4722	2046
130	4521
2093	3455
2093	783
2093	4251
1469	4716
1469	3989
1469	4378
1469	3641
3512	1361
1469	4616
1958	4633
1958	1170
1958	2784
1958	2604
1958	2041
1664	157
3476	4401
3476	3581
3476	1574
3476	1975
3476	1386
3476	1523
3476	1661
3476	2177
3476	1775
3476	4508
3476	1265
3476	42
3476	4022
3476	971
3476	4341
3476	2300
3476	4824
2170	3657
4500	375
4500	3680
2692	1123
2692	1993
4469	3624
3141	555
769	150
1826	1458
2072	3105
2072	4364
2072	4548
708	1981
3435	3081
1768	3058
708	4191
708	1489
3293	4220
3293	1841
3293	4446
901	4558
2466	1879
3873	1679
2840	1628
2840	1786
4769	87
3951	2251
3951	4888
3951	476
3951	3585
3951	2804
3951	1414
3951	2285
2659	1887
3951	2012
3951	1407
3951	3870
3951	1436
3951	4369
771	3696
771	695
771	1630
771	1294
771	78
771	241
771	3606
1531	4698
3900	1611
3900	3650
2639	1621
3900	3163
3448	720
3900	1875
3900	4861
3900	325
3900	1145
3900	783
2130	2919
2130	1756
2130	3462
2130	3071
2130	2875
1101	4902
1101	4068
1101	4384
1101	2656
1101	4657
1101	3302
1101	64
417	298
1101	3549
1101	2465
3129	4129
841	1975
4706	4888
4706	1953
4706	2060
4706	955
4706	4174
3448	4356
3448	4218
4184	290
4184	3612
4184	3989
3314	3994
3314	4058
3314	2027
3314	2391
359	1558
359	4070
1742	1458
1742	4888
1742	1123
1742	173
3118	4809
3118	3908
1498	4273
3552	771
3685	1004
3552	1841
2386	2721
639	2011
639	546
1393	3593
1393	4253
1991	1175
3026	3519
3026	4259
3026	4652
1555	1628
1555	2647
1555	3895
2170	2069
1240	215
1240	2956
4500	1382
1240	2682
1240	695
2674	4685
893	1815
1240	1661
1240	2229
1240	1858
1240	3267
1240	2800
4282	4340
1240	3318
1240	2996
1240	3353
1240	3605
1240	4685
3530	625
1240	4319
1240	2531
2807	1123
2807	2445
2807	2595
1498	384
1498	2008
1498	2751
1498	1361
1498	1857
1498	2714
4214	4106
3045	1957
1958	3217
4827	282
4827	3844
4827	1213
4563	3782
1255	2274
3796	1797
3476	2123
3476	3006
3476	4569
3476	1239
4180	2777
1627	3270
1627	1938
1627	2799
1627	3849
2681	1456
3865	4320
4500	2777
1531	2228
1531	3417
1531	2875
1531	4525
1531	4770
215	2777
1531	4161
1731	4663
1883	1887
1531	2860
3530	2409
3530	1091
3530	2046
3530	109
2792	1993
2792	4408
2792	1794
2792	2714
3900	3448
1620	2226
4184	4626
4483	4577
1244	1622
2707	2956
2707	3580
2707	1523
215	3221
2707	511
2707	2659
2707	2318
3512	3081
2707	4673
2707	1392
3615	3267
2707	1385
2707	3605
893	2740
893	2497
893	831
893	3251
893	3299
893	3322
893	3656
893	1294
893	223
893	4775
893	3660
893	2273
215	4399
893	3925
253	3925
893	1891
893	2299
893	1516
3035	2514
4544	2924
4544	1975
4544	4088
4544	1223
4544	3166
4544	1674
4544	361
4544	285
4544	2947
2649	4151
4544	2805
4544	946
3650	923
4544	1438
3581	1926
3581	2438
3581	1071
3581	2682
3581	3513
3581	2164
3581	244
3581	768
3581	3105
3581	3585
3581	2698
3581	2071
3581	1330
3581	4171
3581	2227
3581	253
3581	130
3581	2262
3581	4410
3581	4464
3581	716
3581	2349
3581	4385
78	1889
3581	3538
3581	1853
3581	2243
3581	671
3581	4585
3581	2758
3581	4193
3581	372
3581	2595
3581	329
3581	595
3581	2855
3581	4051
3581	1990
1153	3074
3581	4785
3581	1845
3581	4317
2135	2472
3581	3357
2424	2619
2424	4263
2424	1787
2424	4398
1768	2409
1768	215
1768	2438
1768	695
3581	1688
4698	3833
4698	2445
4698	1392
4698	1457
4698	25
4698	1859
4698	1248
4698	1172
3415	768
3415	319
3415	142
1981	2324
1981	2102
215	290
1981	2914
1158	1969
1158	1833
1158	2018
1158	3990
1158	1928
1158	4322
1158	1008
1158	179
1158	2714
131	4146
131	1122
4766	3620
893	4791
3581	148
893	215
893	695
4829	2777
2938	4866
893	4320
893	2713
893	4070
893	1896
893	767
893	3407
893	2431
893	932
2924	147
893	2195
893	1248
3504	1302
893	1875
4769	720
4769	2431
4769	2331
4769	3110
380	234
712	3240
4769	1072
4769	3284
4769	1864
4769	482
4769	3962
4769	710
4769	4087
4769	3130
4769	1098
4769	779
4769	1401
4821	999
2432	529
2432	4251
4776	1972
2709	1417
2709	2676
2709	816
3683	3613
2709	3267
2709	3446
2709	321
3615	3512
3615	2956
3615	3683
3615	380
3615	4905
3615	2514
3615	2445
3615	1392
3615	2051
3615	2777
3615	290
3615	116
3615	4310
3615	1491
3615	3130
3615	2574
3448	3277
3615	4685
3615	783
3615	3701
3615	3722
3509	1458
3615	142
3836	4216
3836	4013
3836	3925
3836	46
3836	3425
3836	4670
3324	3972
4775	2491
772	294
772	280
772	3376
772	1751
772	4875
772	3547
772	1759
772	2378
772	2593
2208	1458
2208	2649
2208	913
2208	1975
2208	2041
2208	3874
2208	2404
2208	1751
2208	2427
2208	1674
2208	361
2208	260
2208	2647
2208	4843
2208	3281
2208	4710
