1511	1107
1186	2749
1511	2338
1511	2655
976	1839
1613	4235
1511	4235
1511	1111
890	2655
465	1026
465	2430
465	2529
1810	2702
1810	2096
1810	2840
1810	4090
1810	4089
1810	4484
1810	1997
1810	1082
1810	2667
1810	1422
1810	934
1810	1617
1810	3615
1810	2772
1810	4496
1810	2413
1810	2083
1810	628
1810	1076
4079	610
4079	2478
4079	1636
4079	3918
4079	1600
49	4045
3780	2738
4274	532
3066	2655
3066	3962
3066	807
1820	425
1820	2104
1820	413
1820	2655
640	224
640	497
35	2655
35	2518
35	1518
35	4235
35	2221
3850	2655
3850	3819
465	3220
385	534
385	2179
582	2655
582	1827
1264	4398
1264	2977
1264	246
1264	2494
1810	2694
1810	965
1810	1872
1810	2977
1810	3494
70	2297
70	945
2059	3065
2059	2888
2059	1995
2059	3355
2059	2681
2059	3897
2059	1408
2059	873
2059	1581
2059	2520
2059	704
2185	2655
2185	4235
3458	497
3458	2529
505	2655
1107	2655
541	2347
2450	2880
2754	2266
2754	3556
1892	2655
3366	1392
3366	539
3366	1773
3366	3381
3366	2655
3366	2276
3366	1217
3366	965
3366	1599
1540	2655
1540	4235
1540	1412
1167	2655
1167	2518
1892	807
1335	3579
1335	497
1335	3336
1778	2527
1778	1850
1516	497
3185	23
3185	497
3185	2297
3185	4235
3185	344
3185	2529
3185	396
3185	2221
2093	2029
2430	500
4272	1080
1088	2655
1088	4443
1481	2980
2679	1091
3008	2819
2437	1026
2437	4472
2866	2655
693	2655
693	2529
1874	3805
1874	3286
539	3605
2430	2373
1874	2655
1874	4235
1874	1007
3987	4131
645	1800
2997	2655
2997	3006
2225	1706
3562	2266
3562	1528
2583	1778
2583	1630
2450	204
1137	578
3633	497
3633	2529
539	3688
3633	3585
694	2655
694	2478
694	1184
694	497
694	1172
694	73
694	297
1392	3855
1392	559
1392	2392
1392	1773
1392	2977
2170	1291
1392	1861
1392	217
1392	1981
1392	807
1392	2529
1392	666
1392	3670
1392	4450
2661	1581
2536	2655
2536	1636
3589	4090
3589	497
1920	2655
1006	4235
4267	3277
2856	3799
108	1553
2856	480
4355	2655
4355	3784
2503	2491
3222	1789
3366	4235
3366	2223
3366	953
4518	2977
3222	3838
3366	3501
3366	1037
2310	1748
2310	2655
2310	1184
2310	2994
4352	497
4178	3381
4178	2655
4178	2977
4178	4211
4178	2478
4178	1145
4178	2291
1481	2545
1481	1570
4166	3890
1796	497
2276	3443
1796	4235
1796	2494
1796	286
1796	1304
1796	1916
2450	2503
2450	2694
129	3593
2450	3784
2450	1217
2450	2412
819	4090
819	957
819	3002
819	1020
819	2588
819	2298
3282	2524
3281	550
2766	2694
2766	2655
2766	4235
2766	1111
1281	2529
4123	2110
3215	2655
3215	4235
3215	661
1608	2694
1608	2655
1608	23
1608	4235
1608	2494
3790	550
3989	1688
3038	1778
3038	946
4067	1026
4067	2655
4067	2560
4304	2655
4304	807
4015	4516
4015	410
4015	4235
463	4333
4025	2655
801	2655
4293	1750
4293	2655
2465	236
2465	1142
2465	1889
2465	4235
2465	2529
2465	1183
2465	2366
2465	2291
4368	2694
4368	3377
4368	2977
4368	2478
4368	3434
4368	4235
4368	2529
1497	2655
1497	1889
1497	2518
1497	807
4204	2661
880	2794
4204	2655
4204	1482
759	2635
4204	1525
4204	318
4204	258
4204	690
3312	4090
4204	3843
2972	2491
4204	2728
4204	404
2978	2681
4204	4207
3703	2849
3282	3781
3282	2529
3282	1026
3282	2430
3282	1945
3282	635
3282	1873
3282	2389
3282	3381
3282	1205
3564	1778
3282	236
3282	3675
3282	129
3282	2655
3282	36
3282	2551
3282	2373
3282	2243
3282	4120
3282	1217
3282	2037
3282	2082
3282	1568
3282	1602
3282	2774
3282	2347
3282	291
3282	3239
3282	4065
3282	224
3282	4254
3282	23
3282	4505
3282	2433
3282	1388
3282	4375
3282	3434
3282	3324
3282	2732
3282	2041
3282	3180
3282	2268
3282	862
3282	3301
2188	2655
2188	1984
1613	584
1613	2655
1613	1204
4346	1263
4346	1324
4196	2655
3990	2655
575	667
2011	4235
1800	2650
1800	4475
1056	1100
1056	4191
1056	3992
819	2503
819	3613
819	2694
819	3281
819	2389
819	462
819	1854
819	3784
819	2276
4404	3387
4404	1030
4404	1857
4404	1263
4404	908
4404	2001
4404	4090
4404	3740
4404	4168
4404	4026
4404	744
4404	4307
3935	2478
340	3962
2208	953
4404	3962
4404	3647
4404	1997
4175	2001
4175	185
4175	2518
3282	4087
3282	3313
1137	721
1613	1100
1613	2494
1613	703
1613	667
2242	92
2242	3777
612	1107
612	4368
612	3674
612	2392
612	1773
612	3381
612	236
612	611
612	3207
2058	2554
612	2189
612	3400
612	4089
612	1359
612	2966
612	3599
612	3838
612	149
612	2529
612	1752
612	3634
612	4110
4346	584
4212	2655
4212	1172
915	4235
4212	2055
780	2655
780	4235
780	2529
437	4235
2093	2694
2093	2999
915	1744
2093	1026
2093	2430
2093	2655
2093	356
3282	684
3282	221
3282	1148
3282	3377
3282	1984
3282	22
3282	1538
3282	578
3282	3094
3282	3695
3282	1263
3282	1147
3282	2311
3282	2733
3282	4105
1738	1660
3843	2888
1738	1064
1738	3838
1738	2207
1738	933
1738	4191
1738	1818
1824	4237
1824	2731
1824	4280
1824	2297
635	1688
3616	497
3163	1613
3163	2360
3163	4235
3163	434
689	1872
3808	2655
1107	3094
137	1339
137	2373
137	1184
137	1744
137	2568
1533	4428
1533	1546
1533	2652
1533	4082
1533	565
3627	1776
3627	2694
3627	1773
3627	1112
3627	2554
3627	3387
3627	510
3627	3978
3627	1789
3627	4276
278	2478
663	2657
663	1644
1339	2655
3540	2655
3540	3377
3540	3793
2152	2916
2152	2655
2152	2058
2152	3845
2152	2529
2152	1279
2152	175
2579	2655
2579	497
416	2655
416	4235
3624	554
1708	2655
1708	340
1708	1347
259	215
259	4377
259	2266
259	2478
259	497
259	4229
259	2110
259	3398
259	3686
259	3269
390	2655
390	953
1885	497
3921	3567
1061	2655
3633	1828
1090	2655
1958	1733
1286	2655
1286	4235
1286	1845
1286	3143
1286	2812
2634	2529
1739	23
2690	2655
896	1257
896	497
1276	1594
896	4235
2634	497
2634	3515
2634	2719
2503	2972
2503	92
2503	4472
2503	578
2503	281
2503	3355
2503	1789
2503	3059
2503	1666
2503	2221
2503	696
3282	669
1276	1778
1276	4046
1276	3486
1276	1372
1276	1408
1107	405
1231	2655
1231	497
1231	4235
2971	2655
2971	2518
2971	2478
2971	4235
2971	1111
4126	2655
3032	2655
3369	4235
2753	4235
4349	2655
3886	2655
1511	2977
1107	4430
1107	1515
1107	4235
1107	2865
1107	2494
541	1026
541	2655
541	4253
1063	4235
1063	637
1063	2529
1089	3749
1089	3358
1089	807
1514	976
1514	4388
1531	4089
349	2694
349	2655
349	2529
2911	2060
3162	2655
3162	3160
2704	4235
2830	1295
4181	4235
3495	3675
1143	2655
1143	4235
1143	3873
1544	4235
2972	1942
1720	425
2972	3190
1720	2744
1720	413
1720	2513
1720	4260
891	256
1720	4475
1720	2659
1720	3144
1720	3348
1720	1080
983	23
1720	132
2669	2655
2669	4235
730	16
1810	3962
2757	1883
2757	3226
1415	2059
1415	1026
1415	4013
1415	3474
1871	2655
1871	4235
3751	1051
3751	497
2289	2655
2289	23
1647	2491
1647	2655
1647	652
3462	1779
1647	554
3822	819
1647	2607
3325	296
3325	2655
2376	1984
3325	2977
3325	2478
3325	1716
3906	4235
180	2655
180	148
180	1816
180	4235
180	133
583	3355
593	715
4503	2655
4503	4235
4503	554
1738	4462
1738	1222
1738	1434
1186	1504
1186	2655
1186	1112
419	23
1186	3387
1186	1830
1186	2977
1186	3978
825	2655
307	2655
307	2478
4447	2655
2039	1026
2846	1811
2846	2655
2846	1099
2846	2478
2846	1636
2846	2021
2846	4235
1499	1953
2846	2529
2846	2494
2962	3827
2962	988
2962	130
74	4235
74	2529
8	453
8	68
8	3505
2372	1026
320	3597
320	908
320	1336
320	1981
320	3760
3135	380
320	781
3296	1773
3296	3381
3296	1051
3296	1320
3296	3377
2749	2478
3296	2977
3296	1508
3296	4090
3296	2478
3296	4235
3296	1600
3296	4333
413	2529
3296	1784
3296	2494
3237	667
3296	1752
3296	1688
3296	2760
3876	2655
3876	4105
430	3754
842	497
2131	1335
1363	4519
1363	2392
1363	3228
1363	3742
1363	4507
1363	497
1363	1239
1363	3822
1614	2529
1363	1161
1363	1722
4462	3666
4462	2430
4462	296
4462	2655
4462	4518
4462	1630
4462	853
4462	2156
4462	2204
4462	1872
4462	213
4462	1857
1391	2488
4462	1889
4462	2793
4462	2518
4462	2478
4462	23
4462	497
4462	3443
4462	4283
4462	4235
4462	1064
4462	1287
4462	608
1613	3962
4462	2529
4462	3615
4462	2115
4462	3501
4462	910
4462	4010
4462	3373
4462	1710
4462	3514
4462	4021
4462	360
828	1857
1155	2272
3956	4009
2962	1669
2962	1502
2775	1778
976	1022
4463	4243
2157	3749
3613	296
2157	3420
2157	2655
2157	2518
2450	1718
3366	2977
3366	1324
3366	4211
3366	2478
3366	4280
3282	141
3366	2955
3366	1082
1773	1100
795	3749
1945	3407
4178	1600
1167	23
1222	4507
1167	3327
1167	4333
1167	1784
3673	3703
2578	2977
2578	2518
413	4466
1222	4519
2578	4235
2578	807
2578	2529
2578	667
2578	3593
2256	2430
2256	3381
2256	2655
2256	4089
2256	2063
2256	1789
2256	1808
2256	2550
996	2478
996	3355
1499	2655
1499	405
1499	4235
1499	1590
1499	460
1499	839
2632	3883
3282	1600
3000	52
4286	1778
4286	2166
59	819
59	1188
59	795
59	1279
59	4403
184	2694
184	2529
184	910
184	1752
1056	2453
1056	3678
1056	1026
1056	3749
3222	296
1056	2655
1056	1147
1056	1135
1056	2942
1056	3418
1056	2478
1056	3026
2131	3286
2131	2655
2131	2332
2131	3467
2131	2492
2131	3434
2131	4300
2131	2994
3847	2655
3847	1361
3847	3525
2003	3613
1613	576
4346	2794
2003	2518
1625	2655
1625	497
2164	3724
2164	2655
2164	2478
2164	497
2059	1778
2059	2401
2059	235
2059	2472
2059	2655
2059	2266
2059	4438
245	2082
3108	2694
3108	1026
3108	3381
3108	2654
3108	4235
392	340
392	4330
392	1447
392	2663
3802	2655
1348	2655
1348	3207
141	2655
141	3377
141	497
141	4235
4166	1242
4166	4235
4166	2529
4166	2494
2306	615
3902	4139
3902	121
3902	4189
479	2529
3425	2655
200	3494
2570	2518
3023	756
3924	1981
3924	756
3924	3883
3924	4411
1222	2279
3924	2637
3135	1084
3924	807
3924	2529
2213	2655
987	2655
987	497
987	4235
2014	2292
2014	1992
3545	2655
3545	2518
3718	3309
3718	2478
2695	4357
3613	4519
3613	3749
3613	2655
3613	340
3613	2212
1222	3749
3613	4445
2436	2335
4136	3345
3613	4060
3613	853
3613	578
3613	3192
3613	139
3613	4422
3613	497
3613	452
3613	756
3613	2402
3613	3967
4146	1847
3613	73
3613	2367
3613	3611
3613	2529
3613	3781
3613	2033
3613	4180
3613	1280
2467	807
122	2655
122	3130
4219	2655
3488	1638
4349	497
4018	497
4018	4235
419	4235
1222	2655
1222	2529
2749	4280
2749	3978
2749	4276
3491	2655
3491	1857
3564	4438
3491	807
3719	2655
255	3532
255	3773
255	606
255	4512
255	388
2401	1778
2401	4204
2401	455
2401	1482
2401	4023
2401	1960
2401	2398
2401	2429
2401	623
2401	2057
1482	2681
2853	2526
2401	3897
2401	873
1891	2977
2401	4207
759	4090
3213	4328
3213	3094
3213	1135
3213	1179
3213	738
580	3613
3213	3354
3213	28
4008	2655
4008	807
235	4438
235	3843
235	873
235	1101
1449	4438
3310	1984
1449	2051
1449	3149
1449	704
1449	2709
3237	2655
3237	2494
468	2655
2661	2527
2661	844
2661	3564
2661	1482
3135	3882
1415	3897
1415	1408
1415	704
1129	2676
1129	2694
4166	1239
1885	2466
1129	1512
1129	2977
1129	2347
1129	2731
1129	3052
1129	1082
1129	2505
1129	2529
1129	2950
1129	2352
1129	3585
2555	2655
2555	4437
2555	4235
110	2655
110	1857
950	3387
110	1813
1908	2655
1908	4235
815	1647
815	4519
815	2430
815	1984
815	3094
815	1569
815	23
815	497
815	1660
1381	2694
815	4235
815	1479
815	817
815	460
815	3587
815	3398
815	554
200	4090
815	1040
815	3139
815	1354
815	5
1117	3860
926	2655
926	1083
2859	2093
2859	2655
2859	1741
2859	3774
2859	4235
2859	4160
3371	497
4492	4476
131	3613
131	756
131	3380
131	2352
2158	1773
2158	296
2052	2655
1583	2655
3784	883
1583	2977
1583	2518
1583	497
1583	4235
1583	2529
1583	3926
2844	584
2844	2794
2844	2478
2844	2966
2844	3760
880	1084
2972	4495
2844	2637
2844	4235
2844	807
2844	2985
2844	1640
2844	1752
2844	3206
354	180
354	2777
354	2478
354	1816
354	2005
472	4235
4265	2474
4166	2694
4166	3749
4166	296
4166	2655
3000	712
3495	129
3495	4518
880	1210
3495	1477
3495	2678
3495	3094
3495	2977
3495	2966
2905	950
3495	1789
3495	2667
3495	4235
950	2977
214	340
3495	3873
3495	2047
3495	2494
3495	1752
2972	2478
3121	2694
2192	2365
1558	4298
1558	2529
4098	1291
4098	2655
3281	4461
4433	3696
1765	131
1765	296
1765	2819
2677	4090
1765	23
1765	756
1765	1715
1765	4411
1765	2529
1381	2503
3181	2655
3181	224
1131	2655
1131	2618
3671	559
1532	4235
1532	1040
2392	554
3784	3206
746	4235
1778	1594
1778	3945
1435	3962
2583	1306
2583	690
2583	623
2583	548
3282	1750
215	2655
215	1981
2418	2655
2418	4333
4151	23
4151	4229
2000	1276
2000	1778
2000	4204
2000	1066
2000	3564
2000	2655
2000	2233
2000	1594
2000	3287
2000	240
2000	497
2000	2471
207	497
2000	3843
2000	2060
82	3531
2000	3196
2000	1408
2000	2087
2000	4523
2000	725
4037	3641
2000	4207
2000	1683
2000	1581
2000	2051
2000	1461
1114	2310
1114	2655
1114	837
1114	2994
4175	2612
4175	2694
4175	2531
4175	3027
4175	340
4175	2082
4175	1030
4175	3377
4175	1263
4175	1889
4175	4280
4175	497
4175	2966
2972	1388
4175	807
4175	2529
4175	1311
3236	1636
3236	4235
3236	3845
3236	2529
3236	3670
2536	1129
1291	2972
1291	915
1291	2655
1291	1676
1291	497
1291	4112
1291	3150
1291	4235
1291	1064
1291	1100
1291	1675
286	2655
387	2694
387	2531
387	1026
387	2977
387	4090
387	4280
387	1228
387	73
387	2618
387	1111
387	910
1123	3651
2170	143
2872	1609
2661	4438
3282	3185
1381	584
2006	1647
2006	723
2006	2491
2006	4329
2006	3505
2006	2347
2006	3239
2006	4089
2006	497
2006	888
880	2529
880	554
880	703
880	1752
880	3525
880	2221
3495	2972
3495	2531
1260	1824
3495	1026
3282	1143
3282	2669
3282	829
3282	2453
3282	3309
3282	1291
3282	2879
3282	278
3282	3666
3282	1613
3282	3118
3282	3085
3282	3213
1334	821
3282	1434
3282	1145
3282	1257
3282	2932
3282	2491
3282	1614
3282	497
3282	1176
3282	1122
3282	1906
3282	4167
3282	2828
1381	2028
3282	3979
3282	4229
4142	2518
3282	4399
3282	690
2885	2430
3282	3409
3282	2471
3282	4238
3282	4235
3282	2016
3282	637
3282	1716
3282	3230
3282	4253
3282	1744
3282	2842
3282	676
3282	2263
3282	2482
3282	1064
2661	873
3282	2331
3282	888
3282	3010
3282	2681
